"Accession_ID","Entry.name","Protein.names","Gene.names","Organism","Length"
"P13864","DNMT1_MOUSE","DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (Met-1) (EC 2.1.1.37) (DNA methyltransferase MmuI) (DNA MTase MmuI) (M.MmuI) (MCMT)","Dnmt1 Dnmt Met1 Uim","Mus musculus (Mouse)",1620
"Q9GL51","LIS1_PIG","Platelet-activating factor acetylhydrolase IB subunit alpha (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)","PAFAH1B1 LIS1 PAFAHA","Sus scrofa (Pig)",410
"Q9VKX4","RT07_DROME","28S ribosomal protein S7, mitochondrial (MRP-S7) (S7mt)","mRpS7 CG5108","Drosophila melanogaster (Fruit fly)",218
"Q5R7V5","PFKAL_PONAB","ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)","PFKL","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",780
"Q32KI9","ARSI_MOUSE","Arylsulfatase I (ASI) (EC 3.1.6.-)","Arsi","Mus musculus (Mouse)",573
"Q17N72","CALYP_AEDAE","Ubiquitin carboxyl-terminal hydrolase calypso (EC 3.4.19.12) (BAP1 homolog)","calypso AAEL000787","Aedes aegypti (Yellowfever mosquito) (Culex aegypti)",478
"Q9CZX5","PINX1_MOUSE","PIN2/TERF1-interacting telomerase inhibitor 1 (67-11-3 protein) (LPTS1) (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (TRF1-interacting protein 1)","Pinx1 Lpts","Mus musculus (Mouse)",332
"Q8C3F2","F120C_MOUSE","Constitutive coactivator of PPAR-gamma-like protein 2 (Protein FAM120C)","Fam120c ORF34","Mus musculus (Mouse)",1091
"Q8C436","MT21D_MOUSE","Protein-lysine methyltransferase METTL21D (EC 2.1.1.-) (Methyltransferase-like protein 21D) (VCP lysine methyltransferase) (VCP-KMT) (Valosin-containing protein lysine methyltransferase)","Vcpkmt Gm71 Mettl21d","Mus musculus (Mouse)",228
"P55884","EIF3B_HUMAN","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)","EIF3B EIF3S9","Homo sapiens (Human)",814
"B0X1Q4","RUMI_CULQU","O-glucosyltransferase rumi homolog (EC 2.4.1.-)","CPIJ013394","Culex quinquefasciatus (Southern house mosquito) (Culex pungens)",403
"Q9U516","ASTER_MANSE","Protein Asterix","","Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)",108
"Q8C570","RAE1L_MOUSE","mRNA export factor (Rae1 protein homolog) (mRNA-associated protein mrnp 41)","Rae1 Mrnp41","Mus musculus (Mouse)",368
"P29618","CDKA1_ORYSJ","Cyclin-dependent kinase A-1 (CDKA;1) (EC 2.7.11.22) (EC 2.7.11.23) (CDC2Os-1) (Cell division control protein 2 homolog 1)","CDKA-1 CDC2-1 Os03g0118400 LOC_Os03g02680","Oryza sativa subsp. japonica (Rice)",294
"Q8K2A8","ALG3_MOUSE","Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Asparagine-linked glycosylation protein 3 homolog) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase) (Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase) (Dolichyl-phosphate-mannose--glycolipid alpha-mannosyltransferase) (Not56-like protein)","Alg3 Not Not56l","Mus musculus (Mouse)",438
"O09061","PSB1_MOUSE","Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)","Psmb1","Mus musculus (Mouse)",240
"Q9Y2A4","ZN443_HUMAN","Zinc finger protein 443 (Krueppel-type zinc finger protein ZK1)","ZNF443","Homo sapiens (Human)",671
"Q940M4","OCT7_ARATH","Organic cation/carnitine transporter 7 (AtOCT7)","OCT7 7-Oct At3g13050 MGH6.16","Arabidopsis thaliana (Mouse-ear cress)",500
"Q66J69","RNG2A_XENLA","E3 ubiquitin-protein ligase RING2-A (EC 2.3.2.27) (RING finger protein 1B-A) (RING1b-A) (RING finger protein 2-A) (RING-type E3 ubiquitin transferase RING2-A)","rnf2-a ring1b-a","Xenopus laevis (African clawed frog)",344
"O17438","DHX15_STRPU","Putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 (EC 3.6.4.13) (Fragment)","PRP1","Strongylocentrotus purpuratus (Purple sea urchin)",455
"Q6P3W7","SCYL2_HUMAN","SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)","SCYL2 CVAK104 KIAA1360","Homo sapiens (Human)",929
"Q9SA27","RH36_ARATH","DEAD-box ATP-dependent RNA helicase 36 (EC 3.6.4.13)","RH36 At1g16280 F3O9.8","Arabidopsis thaliana (Mouse-ear cress)",491
"P40307","PSB2_RAT","Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)","Psmb2","Rattus norvegicus (Rat)",201
"Q13033","STRN3_HUMAN","Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen)","STRN3 GS2NA SG2NA","Homo sapiens (Human)",797
"Q4I830","DRS1_GIBZE","ATP-dependent RNA helicase DRS1 (EC 3.6.4.13)","DRS1 FGRRES_06628 FGSG_06628","Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)",796
"P51807","DYLT1_MOUSE","Dynein light chain Tctex-type 1 (Activator of G-protein signaling 2) (AGS2) (T-complex testis-specific protein 1) (TCTEX-1)","Dynlt1 Tctel1 Tctex-1 Tctex1","Mus musculus (Mouse)",113
"Q9DAJ4","WDR83_MOUSE","WD repeat domain-containing protein 83 (Mitogen-activated protein kinase organizer 1) (MAPK organizer 1)","Wdr83 Morg1","Mus musculus (Mouse)",315
"Q640R7","RAP1B_XENTR","Ras-related protein Rap-1b (EC 3.6.5.2)","rap1b TTpA008e07.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",184
"A6QLP7","SSRA_BOVIN","Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)","SSR1","Bos taurus (Bovine)",286
"Q61666","HIRA_MOUSE","Protein HIRA (TUP1-like enhancer of split protein 1)","Hira Tuple1","Mus musculus (Mouse)",1015
"Q9WVH9","FBLN5_MOUSE","Fibulin-5 (FIBL-5) (Developmental arteries and neural crest EGF-like protein) (Dance)","Fbln5 Dance","Mus musculus (Mouse)",448
"Q5ZKU4","INT2_CHICK","Integrator complex subunit 2 (Int2)","INTS2 RCJMB04_9c3","Gallus gallus (Chicken)",1192
"Q9R0J8","LGMN_RAT","Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)","Lgmn Prsc1","Rattus norvegicus (Rat)",435
"Q24142","HR78_DROME","Nuclear hormone receptor HR78 (dHR78) (Nuclear receptor XR78E/F) (Nuclear receptor subfamily 2 group D member 1)","Hr78 Hr78D NR2D1 CG7199","Drosophila melanogaster (Fruit fly)",601
"Q68FL6","SYMC_MOUSE","Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)","Mars1 Mars","Mus musculus (Mouse)",902
"Q9NRP0","OSTC_HUMAN","Oligosaccharyltransferase complex subunit OSTC (Hydrophobic protein HSF-28)","OSTC DC2 HDCMD45P HSPC307","Homo sapiens (Human)",149
"Q5E9B6","NR1H3_BOVIN","Oxysterols receptor LXR-alpha (Liver X receptor alpha) (Nuclear receptor subfamily 1 group H member 3)","NR1H3 LXRA","Bos taurus (Bovine)",447
"Q5IS77","ACHA4_PANTR","Neuronal acetylcholine receptor subunit alpha-4","CHRNA4","Pan troglodytes (Chimpanzee)",627
"Q8BPM2","M4K5_MOUSE","Mitogen-activated protein kinase kinase kinase kinase 5 (EC 2.7.11.1) (MAPK/ERK kinase kinase kinase 5) (MEK kinase kinase 5) (MEKKK 5)","Map4k5","Mus musculus (Mouse)",847
"Q56JY1","RL35A_BOVIN","60S ribosomal protein L35a","RPL35A","Bos taurus (Bovine)",110
"Q28XK6","SYF2_DROPS","Pre-mRNA-splicing factor Syf2","Syf2 GA11568","Drosophila pseudoobscura pseudoobscura (Fruit fly)",226
"Q8BH61","F13A_MOUSE","Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain)","F13a1 F13a","Mus musculus (Mouse)",732
"O88801","HOME2_RAT","Homer protein homolog 2 (Homer-2) (Cupidin) (VASP/Ena-related gene up-regulated during seizure and LTP 2) (Vesl-2)","Homer2 Vesl2","Rattus norvegicus (Rat)",354
"P47955","RLA1_MOUSE","60S acidic ribosomal protein P1","Rplp1","Mus musculus (Mouse)",114
"P48454","PP2BC_HUMAN","Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calcineurin, testis-specific catalytic subunit) (Calmodulin-dependent calcineurin A subunit gamma isoform)","PPP3CC CALNA3 CNA3","Homo sapiens (Human)",512
"P49432","ODPB_RAT","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)","Pdhb","Rattus norvegicus (Rat)",359
"P0CP26","NOP58_CRYNJ","Nucleolar protein 58","NOP58 CNF00090","Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans)",568
"P31286","WNT5A_XENLA","Protein Wnt-5a (XWnt-5a)","wnt5a","Xenopus laevis (African clawed frog)",380
"Q86W50","MET16_HUMAN","RNA N6-adenosine-methyltransferase METTL16 (Methyltransferase 10 domain-containing protein) (Methyltransferase-like protein 16) (N6-adenosine-methyltransferase METTL16) (EC 2.1.1.348) (U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase) (EC 2.1.1.346)","METTL16 METT10D","Homo sapiens (Human)",562
"Q9Z306","S22A4_MOUSE","Solute carrier family 22 member 4 (Organic cation/carnitine transporter 1)","Slc22a4 Octn1","Mus musculus (Mouse)",553
"P55273","CDN2D_HUMAN","Cyclin-dependent kinase 4 inhibitor D (p19-INK4d)","CDKN2D","Homo sapiens (Human)",166
"Q8BGA9","OXA1L_MOUSE","Mitochondrial inner membrane protein OXA1L (Oxidase assembly 1-like protein) (OXA1-like protein)","Oxa1l","Mus musculus (Mouse)",433
"B2U9W5","TAL_RALPJ","Transaldolase (EC 2.2.1.2)","tal Rpic_1075","Ralstonia pickettii (strain 12J)",319
"Q06705","CSR1_YEAST","Phosphatidylinositol transfer protein CSR1 (CHS5 SPA2 rescue protein 1) (SEC14 homolog protein 2)","CSR1 SFH2 YLR380W","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",408
"O95881","TXD12_HUMAN","Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 18) (ER protein 18) (ERp18) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19) (hTLP19)","TXNDC12 TLP19 UNQ713/PRO1376","Homo sapiens (Human)",172
"Q84RR0","ARI7_ARATH","Probable E3 ubiquitin-protein ligase ARI7 (EC 2.3.2.31) (ARIADNE-like protein ARI7) (Protein ariadne homolog 7) (RING-type E3 ubiquitin transferase ARI7)","ARI7 At2g31510 T9H9.3","Arabidopsis thaliana (Mouse-ear cress)",562
"Q13242","SRSF9_HUMAN","Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)","SRSF9 SFRS9 SRP30C","Homo sapiens (Human)",221
"Q99JP0","M4K3_MOUSE","Mitogen-activated protein kinase kinase kinase kinase 3 (EC 2.7.11.1) (Germinal center kinase-related protein kinase) (GLK) (MAPK/ERK kinase kinase kinase 3) (MEK kinase kinase 3) (MEKKK 3)","Map4k3","Mus musculus (Mouse)",894
"P35611","ADDA_HUMAN","Alpha-adducin (Erythrocyte adducin subunit alpha)","ADD1 ADDA","Homo sapiens (Human)",737
"P32347","DCUP_YEAST","Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)","HEM12 HEM6 POP3 YDR047W YD9609.03","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",362
"P52030","G6PI_DROSI","Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)","Pgi","Drosophila simulans (Fruit fly)",558
"O95376","ARI2_HUMAN","E3 ubiquitin-protein ligase ARIH2 (ARI-2) (Protein ariadne-2 homolog) (EC 2.3.2.31) (RING-type E3 ubiquitin transferase ARIH2) (Triad1 protein)","ARIH2 ARI2 TRIAD1 HT005","Homo sapiens (Human)",493
"P12378","UGDH_BOVIN","UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)","UGDH","Bos taurus (Bovine)",494
"Q8CCS6","PABP2_MOUSE","Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1)","Pabpn1 Pab2 Pabp2","Mus musculus (Mouse)",302
"Q7S8C4","LONM_NEUCR","Lon protease homolog, mitochondrial (EC 3.4.21.53)","pim1 NCU05261","Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)",1107
"Q96DP5","FMT_HUMAN","Methionyl-tRNA formyltransferase, mitochondrial (MtFMT) (EC 2.1.2.9)","MTFMT FMT FMT1","Homo sapiens (Human)",389
"Q9S752","LOFG2_ARATH","Probable E3 ubiquitin-protein ligase LOG2 (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase LOG2) (Protein LOSS OF GDU2) (RING finger protein 215)","LOG2 RF215 RIG2 At3g09770 F11F8.36 F8A24.18","Arabidopsis thaliana (Mouse-ear cress)",388
"A5D6R3","PLD3A_DANRE","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3-A (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-3-A) (Phospholipase C-delta-3-A) (PLC-delta-3-A)","plcd3a zgc:158396","Danio rerio (Zebrafish) (Brachydanio rerio)",784
"P79063","ERF1_SCHPO","Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1)","sup45 SPAC1834.01","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",433
"Q5MNZ9","WIPI1_HUMAN","WD repeat domain phosphoinositide-interacting protein 1 (WIPI-1) (Atg18 protein homolog) (WD40 repeat protein interacting with phosphoinositides of 49 kDa) (WIPI 49 kDa)","WIPI1 WIPI49","Homo sapiens (Human)",446
"O46480","NDEL1_RABIT","Nuclear distribution protein nudE-like 1 (Protein Nudel)","NDEL1 EOPA","Oryctolagus cuniculus (Rabbit)",345
"Q98943","CASP2_CHICK","Caspase-2 (CASP-2) (EC 3.4.22.55) (ICH-1L/1S) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12]","CASP2 ICH1","Gallus gallus (Chicken)",424
"Q5ZLK6","KI18B_CHICK","Kinesin-like protein KIF18B","KIF18B RCJMB04_5l15","Gallus gallus (Chicken)",797
"B3A0Q8","PLSP3_LOTGI","Peroxidase-like protein 3 (Fragment)","","Lottia gigantea (Giant owl limpet)",294
"Q3U288","ZN710_MOUSE","Zinc finger protein 710","Znf710 Zfp710","Mus musculus (Mouse)",666
"Q6ZT12","UBR3_HUMAN","E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)","UBR3 KIAA2024 ZNF650","Homo sapiens (Human)",1888
"Q4PKS0","HOG1_GIBIN","Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24) (Fragment)","HOG1","Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)",200
"B4JM29","NCBP1_DROGR","Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)","Cbp80 GH24565","Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)",800
"Q5M819","SERB_RAT","Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)","Psph","Rattus norvegicus (Rat)",225
"B8AEH3","MCM5_ORYSI","DNA replication licensing factor MCM5 (EC 3.6.4.12) (Minichromosome maintenance protein 5)","MCM5 OsI_09290","Oryza sativa subsp. indica (Rice)",729
"P35605","COPB2_BOVIN","Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102)","COPB2","Bos taurus (Bovine)",906
"O14072","ATC4_SCHPO","Manganese-transporting ATPase 4 (EC 7.2.2.-)","cta4 SPAC2E11.07c SPACUNK4.07c SPAPYUK71.01","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",1211
"P36578","RL4_HUMAN","60S ribosomal protein L4 (60S ribosomal protein L1) (Large ribosomal subunit protein uL4)","RPL4 RPL1","Homo sapiens (Human)",427
"P18738","ZG9_XENLA","Gastrula zinc finger protein XlCGF9.1 (Fragment)","","Xenopus laevis (African clawed frog)",112
"B7PXE3","SPAST_IXOSC","Spastin (EC 5.6.1.1)","spas ISCW020482","Ixodes scapularis (Black-legged tick) (Deer tick)",648
"Q5ZJF1","CSN3_CHICK","COP9 signalosome complex subunit 3 (Signalosome subunit 3)","COPS3 CSN3 RCJMB04_18l12","Gallus gallus (Chicken)",423
"O35490","BHMT1_MOUSE","Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5)","Bhmt","Mus musculus (Mouse)",407
"A6QQP7","DYSF_BOVIN","Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1)","DYSF FER1L1","Bos taurus (Bovine)",2107
"Q8R0G9","NU133_MOUSE","Nuclear pore complex protein Nup133 (133 kDa nucleoporin) (Nucleoporin Nup133)","Nup133","Mus musculus (Mouse)",1155
"Q9SF41","RH45_ARATH","DEAD-box ATP-dependent RNA helicase 45 (EC 3.6.4.13)","RH45 At3g09620 F11F8_21","Arabidopsis thaliana (Mouse-ear cress)",989
"A8WJR8","MBK2_CAEBR","Dual specificity tyrosine-phosphorylation-regulated kinase mbk-2 (EC 2.7.12.1) (Dual specificity Yak1-related kinase mbk-2) (Minibrain Kinase 2)","mbk-2 CBG23998","Caenorhabditis briggsae",815
"Q9NYQ7","CELR3_HUMAN","Cadherin EGF LAG seven-pass G-type receptor 3 (Cadherin family member 11) (Epidermal growth factor-like protein 1) (EGF-like protein 1) (Flamingo homolog 1) (hFmi1) (Multiple epidermal growth factor-like domains protein 2) (Multiple EGF-like domains protein 2)","CELSR3 CDHF11 EGFL1 FMI1 KIAA0812 MEGF2","Homo sapiens (Human)",3312
"Q0MQA5","NDUA6_PANTR","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 (Complex I-B14) (CI-B14) (NADH-ubiquinone oxidoreductase B14 subunit)","NDUFA6","Pan troglodytes (Chimpanzee)",128
"Q9WVA3","BUB3_MOUSE","Mitotic checkpoint protein BUB3 (WD repeat type I transmembrane protein A72.5)","Bub3","Mus musculus (Mouse)",326
"Q5M9B7","OSTCB_XENLA","Oligosaccharyltransferase complex subunit ostc-B","ostc-b","Xenopus laevis (African clawed frog)",149
"Q9W6S8","SMN1_DANRE","Survival motor neuron protein 1","smn1 smn","Danio rerio (Zebrafish) (Brachydanio rerio)",281
"O95260","ATE1_HUMAN","Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)","ATE1","Homo sapiens (Human)",518
"Q28EN2","SPCS_XENTR","O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS) (UGA suppressor tRNA-associated protein)","sepsecs TGas010o23.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",506
"Q9US03","KLP2_SCHPO","Kinesin-like protein 2","klp2 SPAC664.10","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",817
"Q54XP4","CRNL1_DICDI","Crooked neck-like protein 1 (Crooked neck homolog)","crnkl1 crn DDB_G0278819","Dictyostelium discoideum (Slime mold)",705
"Q0G819","PP2B_CAEEL","Serine/threonine-protein phosphatase 2B catalytic subunit (EC 3.1.3.16) (Abnormal chemotaxis protein 6) (Calmodulin-dependent calcineurin subunit A)","tax-6 cna-1 C02F4.2","Caenorhabditis elegans",542
"A6NHJ4","ZN860_HUMAN","Zinc finger protein 860","ZNF860","Homo sapiens (Human)",632
"Q8LPJ1","CKL6_ARATH","Casein kinase 1-like protein 6 (EC 2.7.11.1) (Plasmodesmal-associated protein kinase 1) (Protein CASEIN KINASE I-LIKE 6)","CKL6 PAPK1 At4g28540 F20O9.240","Arabidopsis thaliana (Mouse-ear cress)",479
"P53041","PPP5_HUMAN","Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT)","PPP5C PPP5","Homo sapiens (Human)",499
"Q6GLD8","CDK9_XENTR","Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 9)","cdk9 TGas123e01.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",376
"Q11190","ETFD_CAEEL","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (ETF-QO) (ETF-ubiquinone oxidoreductase) (EC 1.5.5.1) (Electron-transferring-flavoprotein dehydrogenase) (ETF dehydrogenase) (Lethal protein 721)","let-721 C05D11.12","Caenorhabditis elegans",597
"Q9UQR1","ZN148_HUMAN","Zinc finger protein 148 (Transcription factor ZBP-89) (Zinc finger DNA-binding protein 89)","ZNF148 ZBP89","Homo sapiens (Human)",794
"B7L0S9","KAD_METC4","Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)","adk Mchl_2458","Methylorubrum extorquens (strain CM4 / NCIMB 13688) (Methylobacterium extorquens)",200
"Q6QEF8","CORO6_HUMAN","Coronin-6 (Coronin-like protein E) (Clipin-E)","CORO6 PP1009 PP1782 PP1881","Homo sapiens (Human)",472
"P83732","RL24_RAT","60S ribosomal protein L24 (L30)","Rpl24","Rattus norvegicus (Rat)",157
"Q55C75","PSMD6_DICDI","26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10)","psmD6 DDB_G0270188","Dictyostelium discoideum (Slime mold)",382
"B2U8U9","SYK_RALPJ","Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)","lysS Rpic_0893","Ralstonia pickettii (strain 12J)",514
"Q9UJA9","ENPP5_HUMAN","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 (E-NPP 5) (NPP-5) (EC 3.1.-.-)","ENPP5 UNQ550/PRO1107","Homo sapiens (Human)",477
"Q9CQT9","RCAF1_MOUSE","Respirasome Complex Assembly Factor 1 (RCAF1) (Rab5-interacting protein) (RIP5)","Rab5if Rcaf1","Mus musculus (Mouse)",129
"Q8K3X3","GMDS_CRIGR","GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)","GMDS GMD","Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)",372
"Q2KHZ8","GLCM_BOVIN","Lysosomal acid glucosylceramidase (EC 3.2.1.45) (Acid beta-glucosidase) (Beta-glucocerebrosidase) (Cholesterol glucosyltransferase) (SGTase) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase) (EC 3.2.1.-) (D-glucosyl-N-acylsphingosine glucohydrolase)","GBA","Bos taurus (Bovine)",536
"P09623","DLDH_PIG","Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase)","DLD LAD","Sus scrofa (Pig)",509
"P56524","HDAC4_HUMAN","Histone deacetylase 4 (HD4) (EC 3.5.1.98)","HDAC4 KIAA0288","Homo sapiens (Human)",1084
