"Accession_ID","Entry.name","Protein.names","Gene.names","Organism","Length"
"O94083","IF5A_CANAL","Eukaryotic translation initiation factor 5A (eIF-5A) (eIF-4D)","ANB1 TIF51 CAALFM_C601610WA CaO19.10930 CaO19.3426","Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)",158
"Q9FE91","C3H62_ARATH","Zinc finger CCCH domain-containing protein 62 (AtC3H62) (Zinc finger CCCH domain and WD40 repeat-containing protein 4)","ZFWD4 At5g49200 K21P3.7","Arabidopsis thaliana (Mouse-ear cress)",419
"P42339","PI3K_ARATH","Phosphatidylinositol 3-kinase VPS34 (EC 2.7.1.137) (PI3-kinase VPS34) (AtVPS34) (PI3K VPS34) (PtdIns-3-kinase VSP34)","VPS34 At1g60490 F8A5.4","Arabidopsis thaliana (Mouse-ear cress)",814
"Q5REF9","TYW1_PONAB","S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1 (EC 4.1.3.44) (Radical S-adenosyl methionine and flavodoxin domain-containing protein 1) (tRNA wybutosine-synthesizing protein 1 homolog) (tRNA-yW-synthesizing protein)","TYW1 RSAFD1","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",732
"Q9VTC4","GALL2_DROME","MIP18 family protein galla-2","galla-2 CG7949","Drosophila melanogaster (Fruit fly)",156
"Q07G10","ALKB8_XENTR","Alkylated DNA repair protein alkB homolog 8 (EC 1.14.11.-) (Probable alpha-ketoglutarate-dependent dioxygenase ABH8) (S-adenosyl-L-methionine-dependent tRNA methyltransferase ABH8) (tRNA (carboxymethyluridine(34)-5-O)-methyltransferase ABH8) (EC 2.1.1.-) (EC 2.1.1.229)","alkbh8 TEgg091o15.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",628
"O94417","CWC26_SCHPO","Pre-mRNA-splicing factor cwf26 (Complexed with cdc5 protein 26)","cwf26 SPCC1620.10","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",306
"P41925","RYL2_YARLI","Ras-like GTP-binding protein RYL2","RYL2 YALI0A04367g","Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)",209
"A0A0H3JRU9","PYC_STAAM","Pyruvate carboxylase (EC 6.4.1.1)","pycA SAV1114","Staphylococcus aureus (strain Mu50 / ATCC 700699)",1150
"Q9P2E3","ZNFX1_HUMAN","NFX1-type zinc finger-containing protein 1","ZNFX1 KIAA1404","Homo sapiens (Human)",1918
"P40138","CYAB_STIAU","Adenylate cyclase 2 (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylyl cyclase 2) (AC2)","cyaB","Stigmatella aurantiaca",352
"O60308","CE104_HUMAN","Centrosomal protein of 104 kDa (Cep104)","CEP104 KIAA0562","Homo sapiens (Human)",925
"Q8LB02","SDHB2_ARATH","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 2, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)","SDH2-2 At5g40650 MNF13.170 MNF13.21","Arabidopsis thaliana (Mouse-ear cress)",280
"P47838","RS6_CHICK","40S ribosomal protein S6","RPS6","Gallus gallus (Chicken)",249
"O62179","GCY20_CAEEL","Receptor-type guanylate cyclase gcy-20 (EC 4.6.1.2)","gcy-20 gcy-16 F21H7.9","Caenorhabditis elegans",1108
"P14099","PDE2A_BOVIN","cGMP-dependent 3',5'-cyclic phosphodiesterase (EC 3.1.4.17) (Cyclic GMP-stimulated phosphodiesterase) (CGS-PDE) (cGSPDE)","PDE2A","Bos taurus (Bovine)",921
"Q06450","ATP5E_IPOBA","ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon)","","Ipomoea batatas (Sweet potato) (Convolvulus batatas)",70
"P21343","PFPB_SOLTU","Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta (PFP) (EC 2.7.1.90) (6-phosphofructokinase, pyrophosphate dependent) (PPi-PFK) (Pyrophosphate-dependent 6-phosphofructose-1-kinase)","PFP-BETA PGSC0003DMG400016726","Solanum tuberosum (Potato)",569
"Q9Y7U9","CCA2_SCHPO","tRNA nucleotidyltransferase cca2 (EC 2.7.7.-) (A-adding enzyme cca2) (tRNA adenylyltransferase cca2)","cca2 SPCC645.10","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",484
"O22145","OSGP2_ARATH","Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (Glycoprotease 1) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein GCP1) (tRNA threonylcarbamoyladenosine biosynthesis protein GCP1)","GCP1 At2g45270 F4L23.22","Arabidopsis thaliana (Mouse-ear cress)",480
"Q8R1F6","HID1_MOUSE","Protein HID1 (HID1 domain-containing protein) (Protein hid-1 homolog)","Hid1","Mus musculus (Mouse)",788
"P45361","CRT_CLODI","Short-chain-enoyl-CoA hydratase (EC 4.2.1.150) (3-hydroxybutyryl-CoA dehydratase) (Crotonase) (Fragment)","crt ech","Clostridioides difficile (Peptoclostridium difficile)",155
"O06179","Y1533_MYCTU","Putative monooxygenase Rv1533 (EC 1.13.12.-)","Rv1533","Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)",375
"P00792","PEPA_BOVIN","Pepsin A (EC 3.4.23.1)","PGA","Bos taurus (Bovine)",372
"Q9ZV15","CDPKK_ARATH","Calcium-dependent protein kinase 20 (EC 2.7.11.1)","CPK20 At2g38910 T7F6.8","Arabidopsis thaliana (Mouse-ear cress)",583
"Q9DD03","RAB13_MOUSE","Ras-related protein Rab-13","Rab13","Mus musculus (Mouse)",202
"Q43298","CH62_MAIZE","Chaperonin CPN60-2, mitochondrial (HSP60-2)","CPN60II CPNB","Zea mays (Maize)",576
"Q9Y388","RBMX2_HUMAN","RNA-binding motif protein, X-linked 2","RBMX2 CGI-79","Homo sapiens (Human)",322
"Q9FH32","AT18F_ARATH","Autophagy-related protein 18f (AtATG18f)","ATG18F At5g54730 K5F14.9","Arabidopsis thaliana (Mouse-ear cress)",763
"Q03132","ERYA2_SACER","6-deoxyerythronolide-B synthase EryA2, modules 3 and 4 (DEBS 2) (EC 2.3.1.94) (6-deoxyerythronolide B synthase II) (Erythronolide synthase) (ORF B)","eryA","Saccharopolyspora erythraea (Streptomyces erythraeus)",3567
"P05091","ALDH2_HUMAN","Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)","ALDH2 ALDM","Homo sapiens (Human)",517
"O74534","SLY1_SCHPO","Protein sly1","sly1 SPCC74.01","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",639
"Q4IA62","PFA3_GIBZE","Palmitoyltransferase PFA3 (EC 2.3.1.225) (Protein fatty acyltransferase 3)","PFA3 FGRRES_05896 FGSG_05896","Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)",550
"Q7T3H1","DCTN2_DANRE","Dynactin subunit 2","dctn2","Danio rerio (Zebrafish) (Brachydanio rerio)",405
"Q54KF1","FORC_DICDI","Formin-C","forC DDB_G0287295","Dictyostelium discoideum (Slime mold)",1158
"P50648","RIR1_PLAF4","Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleotide reductase R1 subunit)","RNR1","Plasmodium falciparum (isolate Dd2)",806
"Q6CLR3","DED1_KLULA","ATP-dependent RNA helicase DED1 (EC 3.6.4.13)","DED1 KLLA0F01034g","Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)",627
"O73944","PCP_PYRFU","Pyrrolidone-carboxylate peptidase (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrase)","pcp PF1299","Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)",208
"Q9LHG8","ELC_ARATH","Protein ELC (AtELC) (ESCRT-I complex subunit VPS23 homolog 1) (Protein VACUOLAR PROTEIN SORTING 23A) (Vacuolar protein-sorting-associated protein 23 homolog 1)","ELC ELCH VPS23A At3g12400 MQC3.22 T2E22.28","Arabidopsis thaliana (Mouse-ear cress)",398
"O26884","Y793_METTH","Uncharacterized protein MTH_793","MTH_793","Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)",383
"O48713","SMU2_ARATH","Suppressor of mec-8 and unc-52 protein homolog 2 (AtSMU-2) (Protein RED-like) (RNA splicing protein SMU2)","SMU2 At2g26460 T9J22.13","Arabidopsis thaliana (Mouse-ear cress)",585
"Q54PW9","EI24_DICDI","Protein EI24 homolog","DDB_G0284253","Dictyostelium discoideum (Slime mold)",307
"P25251","CYSP4_BRANA","Cysteine proteinase COT44 (EC 3.4.22.-) (Fragment)","","Brassica napus (Rape)",328
"Q7SYC9","CTL2_DANRE","Choline transporter-like protein 2 (Solute carrier family 44 member 2)","slc44a2 ctl2 zgc:63569","Danio rerio (Zebrafish) (Brachydanio rerio)",697
"F4HPR5","DRP5A_ARATH","Dynamin-related protein 5A (Protein ARC5-like)","DRP5A At1g53140 F8L10.1","Arabidopsis thaliana (Mouse-ear cress)",817
"Q23MT7","TTL6A_TETTS","Probable beta-tubulin polyglutamylase (EC 6.-.-.-) (Tubulin-tyrosine ligase family protein 6A)","Ttll6a TTHERM_00284020","Tetrahymena thermophila (strain SB210)",1195
"Q8N9V3","WSDU1_HUMAN","WD repeat, SAM and U-box domain-containing protein 1","WDSUB1 WDSAM1","Homo sapiens (Human)",476
"Q5REW0","VIP2_PONAB","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.21) (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2)","PPIP5K2 HISPPD1 VIP2","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",1244
"P40614","MPCP_CAEEL","Phosphate carrier protein, mitochondrial (PTP)","F01G4.6","Caenorhabditis elegans",340
"Q9Y666","S12A7_HUMAN","Solute carrier family 12 member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4)","SLC12A7 KCC4","Homo sapiens (Human)",1083
"P97849","S27A1_RAT","Long-chain fatty acid transport protein 1 (FATP-1) (Fatty acid transport protein 1) (EC 6.2.1.15) (Fatty acid transport protein) (Solute carrier family 27 member 1)","Slc27a1 Fatp Fatp1","Rattus norvegicus (Rat)",646
"Q6GQB9","EDEM3_XENLA","ER degradation-enhancing alpha-mannosidase-like protein 3 (EC 3.2.1.113) (Alpha-1,2-mannosidase EDEM3)","edem3","Xenopus laevis (African clawed frog)",913
"Q9SFB8","PI5K6_ARATH","Phosphatidylinositol 4-phosphate 5-kinase 6 (AtPIP5K6) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 6) (Diphosphoinositide kinase 6) (PtdIns(4)P-5-kinase 6)","PIP5K6 At3g07960 F17A17.30","Arabidopsis thaliana (Mouse-ear cress)",715
"Q3SZH6","TTLL9_BOVIN","Probable tubulin polyglutamylase TTLL9 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 9)","TTLL9","Bos taurus (Bovine)",461
"Q6NY74","RFA1_DANRE","Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1)","rpa1 wu:fi14b08","Danio rerio (Zebrafish) (Brachydanio rerio)",601
"Q55G16","RN113_DICDI","RING finger protein 113 homolog","rnf113 DDB_G0267870","Dictyostelium discoideum (Slime mold)",355
"P54609","CD48A_ARATH","Cell division control protein 48 homolog A (AtCDC48a)","CDC48A CDC48 At3g09840 F8A24.11","Arabidopsis thaliana (Mouse-ear cress)",809
"O18598","GST1_BLAGE","Glutathione S-transferase (EC 2.5.1.18) (GST class-sigma) (Major allergen Bla g 5) (allergen Bla g 5)","","Blattella germanica (German cockroach) (Blatta germanica)",204
"Q9LR65","P2C01_ARATH","Probable protein phosphatase 2C 1 (AtPP2C01) (EC 3.1.3.16) (AtPPC6;6)","PPC6-6 At1g03590 F21B7.20","Arabidopsis thaliana (Mouse-ear cress)",462
"Q4R3Y4","S27A4_MACFA","Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (Solute carrier family 27 member 4) (Very long-chain acyl-CoA synthetase 4) (ACSVL4) (EC 6.2.1.-)","SLC27A4 FATP4 QtsA-13277","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)",643
"Q9SA72","Y1357_ARATH","Probable receptor-like protein kinase At1g30570 (EC 2.7.11.-)","At1g30570 T5I8.2","Arabidopsis thaliana (Mouse-ear cress)",849
"Q9BYK8","HELZ2_HUMAN","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein) (EC 3.6.4.-)","HELZ2 KIAA1769 PRIC285","Homo sapiens (Human)",2649
"P78706","RCO1_NEUCR","Transcriptional repressor rco-1","rco-1 NCU06205","Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)",604
"P49596","PP2C2_CAEEL","Probable protein phosphatase 2C T23F11.1 (PP2C) (EC 3.1.3.16)","ppm-2 T23F11.1","Caenorhabditis elegans",356
"D0MY11","ITPA_PHYIT","Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)","PITG_03601","Phytophthora infestans (strain T30-4) (Potato late blight fungus)",191
"Q5XI59","RNF10_RAT","RING finger protein 10","Rnf10","Rattus norvegicus (Rat)",802
"O60306","AQR_HUMAN","RNA helicase aquarius (EC 3.6.4.13) (Intron-binding protein of 160 kDa) (IBP160)","AQR KIAA0560","Homo sapiens (Human)",1485
"P07087","ALPS_TACTR","Anti-lipopolysaccharide factor (anti-LPS)","","Tachypleus tridentatus (Japanese horseshoe crab)",102
"P40233","CKI1_SCHPO","Casein kinase I homolog 1 (EC 2.7.11.1)","cki1 SPBC1347.06c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",446
"Q9Y4C8","RBM19_HUMAN","Probable RNA-binding protein 19 (RNA-binding motif protein 19)","RBM19 KIAA0682","Homo sapiens (Human)",960
"Q52JK6","VIP2_NICBE","Probable NOT transcription complex subunit VIP2 (Protein VIRE2 INTERACTING PROTEIN2) (NbVIP2) (Fragment)","VIP2","Nicotiana benthamiana",603
"P0CN18","DPH1_CRYNJ","2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)","DPH1 CNA07400","Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans)",529
"A8IHT2","DRC11_CHLRE","Dynein regulatory complex protein 11 (Flagellar-associated protein 82)","DRC11 FAP82 CHLREDRAFT_169559","Chlamydomonas reinhardtii (Chlamydomonas smithii)",555
"Q07864","DPOE1_HUMAN","DNA polymerase epsilon catalytic subunit A (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase II subunit A)","POLE POLE1","Homo sapiens (Human)",2286
"Q6Q4H1","JMJD6_HYDVU","Bifunctional arginine demethylase and lysyl-hydroxylase PSR (EC 1.14.11.-) (Phosphatidylserine receptor)","PSR","Hydra vulgaris (Hydra) (Hydra attenuata)",385
"Q5R8Q7","GTPB1_PONAB","GTP-binding protein 1 (Fragment)","GTPBP1","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",602
"Q2KIJ2","MET18_BOVIN","Histidine protein methyltransferase 1 homolog (Methyltransferase-like protein 18) (EC 2.1.1.-)","METTL18","Bos taurus (Bovine)",373
"Q8IZ69","TRM2A_HUMAN","tRNA (uracil-5-)-methyltransferase homolog A (EC 2.1.1.-) (HpaII tiny fragments locus 9c protein)","TRMT2A HTF9C","Homo sapiens (Human)",625
"Q9UVH3","AKR1_MORAP","Palmitoyltransferase AKR1 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR1) (Fragment)","","Mortierella alpina (Oleaginous fungus) (Mortierella renispora)",559
"A6NMK7","CPS4L_HUMAN","Putative cleavage and polyadenylation specificity factor subunit 4-like protein","CPSF4L","Homo sapiens (Human)",179
"Q8VZE7","RAP_ARATH","RAP domain-containing protein, chloroplastic (AtRAP)","RAP At2g31890","Arabidopsis thaliana (Mouse-ear cress)",671
"Q99758","ABCA3_HUMAN","ATP-binding cassette sub-family A member 3 (ABC-C transporter) (ATP-binding cassette transporter 3) (ATP-binding cassette 3)","ABCA3 ABC3","Homo sapiens (Human)",1704
"Q9H9Y6","RPA2_HUMAN","DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (RPA135)","POLR1B","Homo sapiens (Human)",1135
"Q96F81","DISP1_HUMAN","Protein dispatched homolog 1","DISP1 DISPA","Homo sapiens (Human)",1524
"Q6DKG0","NAA35_RAT","N-alpha-acetyltransferase 35, NatC auxiliary subunit (Corneal wound-healing-related protein) (Embryonic growth-associated protein) (Protein MAK10 homolog)","Naa35 Egap Emb8 Mak10","Rattus norvegicus (Rat)",725
"Q9AV81","PRP19_ORYSJ","Pre-mRNA-processing factor 19 (EC 2.3.2.27) (Plant U-box protein 72) (OsPUB72) (RING-type E3 ubiquitin transferase PRP19) (U-box domain-containing protein 72)","PRP19 PUB72 Os10g0466300 LOC_Os10g32880 OsJ_31829 OSJNBa0006L06.5","Oryza sativa subsp. japonica (Rice)",527
"Q4UEA0","CYC_THEAN","Cytochrome c","TA12950","Theileria annulata",115
"Q28IH8","CFA36_XENTR","Cilia- and flagella-associated protein 36 (Coiled-coil domain-containing protein 104)","cfap36 ccdc104 TNeu040m17.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",339
"Q9FJX2","RL262_ARATH","60S ribosomal protein L26-2","RPL26B At5g67510 K9I9.7","Arabidopsis thaliana (Mouse-ear cress)",146
"Q9FJ95","DHSO_ARATH","Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) (Polyol dehydrogenase) (Ribitol dehydrogenase) (RDH) (EC 1.1.1.56) (Xylitol dehydrogenase) (XDH) (EC 1.1.1.9)","SDH At5g51970 MSG15.7","Arabidopsis thaliana (Mouse-ear cress)",364
"O74633","RPA2_NEUCR","DNA-directed RNA polymerase I subunit RPA2 (EC 2.7.7.6) (DNA-directed RNA polymerase I polypeptide 2) (RNA polymerase I subunit 2)","acr-2 NCU08616","Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)",1234
"Q9P7I2","KCC1_SCHPO","Calcium/calmodulin-dependent protein kinase type I (CaMK-I) (EC 2.7.11.17)","cmk1 SPAC25D11.02c SPACUNK12.02c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",335
"O95180","CAC1H_HUMAN","Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2)","CACNA1H","Homo sapiens (Human)",2353
"G4NEB1","NEC1_MAGO7","Highly reducing polyketide synthase NEC1 (EC 2.3.1.-) (Nectriapyrone biosynthesis cluster protein 1)","NEC1 MGG_00806","Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae)",2758
"P92177","1433E_DROME","14-3-3 protein epsilon (Suppressor of Ras1 3-9)","14-3-3epsilon 14-3-3e SR3-9 CG31196","Drosophila melanogaster (Fruit fly)",262
"P31582","RAF2A_ARATH","Ras-related protein RABF2a (AtRABF2a) (Ras-related protein Rab5A) (AtRab5A) (Ras-related protein Rha1)","RABF2A RAB5A RHA1 At5g45130 K17O22.15","Arabidopsis thaliana (Mouse-ear cress)",200
"Q39593","SAC1_CHLRE","Putative sulfur deprivation response regulator","SAC1","Chlamydomonas reinhardtii (Chlamydomonas smithii)",585
"Q91821","MELK_XENLA","Maternal embryonic leucine zipper kinase (MELK) (EC 2.7.11.1) (Protein kinase Eg3) (pEg3 kinase)","melk","Xenopus laevis (African clawed frog)",651
"Q9LEV7","FBT6_ARATH","Probable folate-biopterin transporter 6","At5g10820 T30N20_90","Arabidopsis thaliana (Mouse-ear cress)",503
"O02607","AROC_TOXGO","Chorismate synthase (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)","AROC","Toxoplasma gondii",536
"P16120","THRC_YEAST","Threonine synthase (TS) (EC 4.2.3.1)","THR4 YCR053W YCR53W","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",514
"Q9JHW4","SELB_MOUSE","Selenocysteine-specific elongation factor (Elongation factor sec) (Eukaryotic elongation factor, selenocysteine-tRNA-specific) (mSelB)","Eefsec Selb","Mus musculus (Mouse)",583
"P48160","RL27A_DICDI","60S ribosomal protein L27a","rpl27a DDB_G0292388","Dictyostelium discoideum (Slime mold)",148
"Q23TC2","TTL3A_TETTS","Tubulin glycylase 3A (EC 6.3.2.-)","TTLL3A TTHERM_00666600","Tetrahymena thermophila (strain SB210)",875
"Q925U4","EDEM1_MOUSE","ER degradation-enhancing alpha-mannosidase-like protein 1","Edem1 Edem","Mus musculus (Mouse)",652
"Q9LS40","ASPG1_ARATH","Protein ASPARTIC PROTEASE IN GUARD CELL 1 (AtASPG1) (EC 3.4.23.-)","ASPG1 At3g18490 MYF24.22","Arabidopsis thaliana (Mouse-ear cress)",500
"P36887","KAPCA_PIG","cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)","PRKACA","Sus scrofa (Pig)",351
"Q7ZX15","AKT2A_XENLA","RAC-beta serine/threonine-protein kinase A (EC 2.7.11.1) (Protein kinase Akt-2-A) (Protein kinase B, beta-A) (PKB beta-A) (RAC-PK-beta-A)","akt2-a","Xenopus laevis (African clawed frog)",486
"Q08357","S20A2_HUMAN","Sodium-dependent phosphate transporter 2 (Gibbon ape leukemia virus receptor 2) (GLVR-2) (Phosphate transporter 2) (PiT-2) (Pit2) (hPit2) (Solute carrier family 20 member 2)","SLC20A2 GLVR2 PIT2","Homo sapiens (Human)",652
"Q8K0C8","COX19_MOUSE","Cytochrome c oxidase assembly protein COX19","Cox19","Mus musculus (Mouse)",92
"Q04217","DHR1_YEAST","Probable ATP-dependent RNA helicase DHR1 (EC 3.6.4.13) (DEAH box RNA helicase DHR1) (Extracellular mutant protein 16)","ECM16 DHR1 YMR128W YM9553.04","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",1267
"Q940G0","TMN1_ARATH","Transmembrane 9 superfamily member 1 (Endomembrane protein 12) (Transmembrane nine protein 1) (AtTMN1)","TMN1 EMP12 At1g10950 T19D16.13","Arabidopsis thaliana (Mouse-ear cress)",589
"Q8VZF6","EDR2L_ARATH","Protein ENHANCED DISEASE RESISTANCE 2-like","EDR2L At5g45560 MFC19.23","Arabidopsis thaliana (Mouse-ear cress)",719
"O60121","YH77_SCHPO","Uncharacterized protein C16G5.07c","SPBC16G5.07c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",354
"Q9C4Z6","GPLPB_ARATH","Receptor for activated C kinase 1B (Guanine nucleotide-binding protein subunit beta-like protein B)","RACK1B At1g48630 F11I4.18 F9P7.2","Arabidopsis thaliana (Mouse-ear cress)",326
"P49363","GCST_FLAPR","Aminomethyltransferase, mitochondrial (EC 2.1.2.10) (Glycine cleavage system T protein) (GCVT)","GDCST","Flaveria pringlei",407
